first_name,last_name,id,email,user_id,age,occupation,financial_goals,risk_tolerance,financial_preference,financial_options,financial_knowledge,investment_period,income_source,income_average,expenses_average,saving_plan,monthly_contribution
Isidora,Hoz,113663,Vlwshen.mmidhh@yahoo.com,113663,61,Operadores de equipos ópticos y electrónicos,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Avanzado,6,Ambos,442439,224645,True,11
Jesusa,Tamayo,354084,Npps.zvzmtosd@outlook.com,354084,20,Matemático,Vivienda,Conservador,Ahorro,Opción ahorro,Ninguno,9,Independiente,875455,673453,True,99
Alicia,Beltran,384794,Ydzdd.ddmau@hotmail.com,384794,68,Actor,Educación,Arriesgado,Inversión,Otros,Ninguno,9,Dependiente,518655,363177,True,56
Andrés felipe,Barrio,738870,Wuennjd.kzhuqm@yahoo.com,738870,23,Diseñador de interiores,Vivienda,Moderado,Ahorro,Opción ahorro,Avanzado,9,Ambos,478033,291996,True,92
Fermín,Campo,893903,Uswqsej.jjunaeb@outlook.com,893903,41,Otros,Proyectos largo plazo,Arriesgado,Inversión,CDF,Avanzado,6,Dependiente,307407,296309,True,19
María del carmen,Romero,978024,Wvwvj.tidjrgcoo@outlook.com,978024,32,Arquitecto,Vivienda,Arriesgado,Inversión,CDF,Avanzado,3,Ambos,824197,568115,True,90
Kike,Leiva,928391,Lsnif.agwgeln@hotmail.com,928391,24,Programador informático,Jubilación,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,663321,375639,True,37
Raquel,Lucas,493218,Lhfpjp.bgpedniux@yahoo.com,493218,54,Técnico,Otros,Moderado,Inversión,Otros,Básico,3,Independiente,794443,596555,True,68
Diana,Vélez,498956,Jnautfg.hkgpszz@outlook.com,498956,64,Ingeniero electricista,Libertad financiera,Arriesgado,Inversión,Bonos,Avanzado,6,Ambos,826600,713342,True,89
Silvia,Ortega,230889,Buiubst.jlcijoaki@gmail.com,230889,62,Catador,Imprevistos,Conservador,Ahorro,Opción ahorro,Ninguno,9,Independiente,623352,469346,True,86
José,Nevado,906858,Wkuts.phqfnzd@outlook.com,906858,47,Operador de máquina,Jubilación,Moderado,Ahorro,Opción ahorro,Ninguno,12,Dependiente,361447,241527,True,90
Leyre,Rueda,927542,Wycxlln.ttgvuyz@outlook.com,927542,67,Conserje,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Ambos,722797,423851,True,2
Benigno,Malo,779989,Qpqvkib.cbrdtj@hotmail.com,779989,32,Agentes comerciales y corredores,Vacaciones,Arriesgado,Inversión,CDF,Básico,3,Ambos,457240,361846,True,85
Maximino,Valverde,196576,Ygwv.qfhyp@gmail.com,196576,33,Abogado,Jubilación,Conservador,Inversión,Otros,Ninguno,9,Ambos,330029,290559,True,50
Dan,Lorenzo,611128,Bsdjx.qneahcszeh@outlook.com,611128,49,Agente de bolsa,Proyectos largo plazo,Conservador,Ahorro,Opción ahorro,Intermedio,9,Dependiente,378575,190657,True,95
Nieves,Caro,839296,Vprj.tifvxu@yahoo.com,839296,32,Operadores de equipos de radiodifusión,Educación,Moderado,Ahorro,Opción ahorro,Intermedio,6,Ambos,427973,231393,True,34
Amparo,Caparrós,177968,Ukbfdyi.gebpwl@outlook.com,177968,34,Chapistas y caldereros,Otros,Moderado,Inversión,Acciones,Ninguno,6,Ambos,617793,402111,True,72
Fabiana,Navarro,805929,Kyhwb.ltzagkvxui@gmail.com,805929,23,Secretaria,Libertad financiera,Conservador,Inversión,Otros,Básico,3,Dependiente,479576,277249,True,3
Hilario,Espinosa,515416,Cxmkbaj.tqjniyo@hotmail.com,515416,41,Agentes público,Vivienda,Arriesgado,Inversión,Bonos,Básico,3,Independiente,379504,254147,True,46
Loreto,Hurtado,757646,Eicvuh.xbfzbem@yahoo.com,757646,65,Psicólogos,Imprevistos,Conservador,Ahorro,Opción ahorro,Ninguno,3,Independiente,547543,536447,True,36
Marcos,Pereira,516203,Bzychfey.gibzwqvfc@gmail.com,516203,32,Directores general,Vacaciones,Moderado,Inversión,Bonos,Ninguno,12,Independiente,556237,395222,True,99
Pablo,Sáenz,508929,Wdehdxs.ynnqckjy@yahoo.com,508929,30,Locutores de radio y televisión y afines,Imprevistos,Arriesgado,Inversión,Otros,Intermedio,12,Ambos,733751,662867,True,1
María manuela,Ríos,695385,Pbhp.zftxoatp@hotmail.com,695385,45,Agentes comerciales y corredores,Otros,Arriesgado,Ahorro,Opción ahorro,Intermedio,12,Ambos,744068,710682,True,26
Luciana,Aparicio,961609,Mkwy.jwogucijgj@hotmail.com,961609,69,Músico,Vacaciones,Moderado,Inversión,Bonos,Intermedio,6,Ambos,386484,281130,True,86
Sarita,Tejero,815755,Amrnhb.bivxk@outlook.com,815755,21,Otros,Libertad financiera,Arriesgado,Ahorro,Opción ahorro,Avanzado,12,Ambos,894653,717450,True,50
Carmen,Asensio,321132,Xwrvl.pcfke@hotmail.com,321132,34,Conserje,Vacaciones,Moderado,Inversión,ETFS,Básico,12,Independiente,776725,771414,True,62
Aurelio,Torrecilla,286371,Jfwzx.rgfhmhlfhn@gmail.com,286371,35,Agente inmobiliario,Imprevistos,Arriesgado,Inversión,CDEARS,Intermedio,9,Dependiente,295991,261959,True,70
Sabas,Sevillano,892084,Duljhf.igngo@yahoo.com,892084,37,Locutores de radio y televisión y afines,Otros,Arriesgado,Inversión,Otros,Ninguno,9,Ambos,562614,389329,True,45
Mayte,Guardiola,999883,Klwqg.moyvjcvq@outlook.com,999883,24,Recepcionista,Jubilación,Arriesgado,Inversión,Acciones,Ninguno,6,Ambos,791112,651870,True,3
Loreto,Andreu,626745,Pevi.ykpbcvjxki@outlook.com,626745,20,Policía,Jubilación,Moderado,Ahorro,Opción ahorro,Intermedio,12,Independiente,737242,688277,True,86
Bernardita,Barceló,299405,Rczaz.eqgblml@gmail.com,299405,49,Odontólogo,Jubilación,Conservador,Ahorro,Opción ahorro,Intermedio,9,Independiente,853423,450885,True,17
Modesto,Godoy,705791,Frrqyw.fzqtaqdo@gmail.com,705791,39,Creadores y analistas de sistemas informáticos,Otros,Conservador,Inversión,CDEARS,Básico,12,Ambos,306223,300721,True,99
Aitor,Ros,956762,Uolz.qvjcr@hotmail.com,956762,53,Técnico,Jubilación,Arriesgado,Ahorro,Opción ahorro,Básico,3,Dependiente,726390,382071,True,6
Otilia,Albero,762651,Sazirue.ycupjeii@yahoo.com,762651,22,Asistente veterinario,Otros,Moderado,Ahorro,Opción ahorro,Ninguno,9,Dependiente,616158,549829,True,68
Ileana,Pineda,392020,Mzseys.yuptecph@hotmail.com,392020,52,Técnico,Proyectos largo plazo,Moderado,Inversión,Otros,Avanzado,6,Dependiente,307875,263832,True,70
Nerea,Perez,464243,Aajl.fqyiuu@outlook.com,464243,64,Locutores de radio y televisión y afines,Vivienda,Conservador,Inversión,Bonos,Básico,12,Ambos,452827,299303,True,96
Abraham,Rojas,821426,Dhrtzqat.nuunlsmmpi@yahoo.com,821426,41,Mozos y taberneros,Jubilación,Arriesgado,Inversión,Otros,Avanzado,6,Dependiente,698267,649922,True,6
Dulce,Calderón,273991,Hafh.iuielmkc@outlook.com,273991,41,Cartógrafos y agrimensores,Otros,Arriesgado,Ahorro,Opción ahorro,Básico,12,Dependiente,364464,316630,True,11
Cándido,Trillo,833634,Ktsyqys.dytkq@hotmail.com,833634,49,Directores general,Jubilación,Moderado,Inversión,CDEARS,Intermedio,3,Ambos,567496,398723,True,23
Andrés felipe,Pujadas,445586,Pskpotav.uybjby@hotmail.com,445586,20,Operador,Vivienda,Conservador,Inversión,Bonos,Avanzado,3,Ambos,711910,511571,True,11
Violeta,Roldan,900426,Clhempm.raaiu@yahoo.com,900426,49,Químico,Imprevistos,Moderado,Inversión,Bonos,Básico,6,Independiente,668907,661337,True,46
Telmo,Vilaplana,630741,Llmjoyn.xrtfunjaas@yahoo.com,630741,24,Conserje,Educación,Moderado,Inversión,CDEARS,Intermedio,9,Dependiente,781046,649064,True,69
Martín,Donaire,578669,Lvaz.uqkxvlo@gmail.com,578669,21,Otros,Imprevistos,Conservador,Ahorro,Opción ahorro,Intermedio,9,Dependiente,868385,445208,True,13
Ibán,Checa,221783,Xwzqnk.rjwrz@hotmail.com,221783,39,Coreógrafo,Educación,Conservador,Inversión,ETFS,Intermedio,3,Dependiente,832420,471276,True,93
Eutimio,Seco,341797,Wrih.gyctrel@hotmail.com,341797,44,Agentes comerciales y corredores,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Básico,6,Ambos,553220,452817,True,97
Adrián,Alberola,323422,Vslkoahp.ljdbdvzd@outlook.com,323422,41,Geólogo,Educación,Arriesgado,Inversión,ETFS,Básico,3,Dependiente,763233,615028,True,23
Teodosio,Machado,147337,Yfmptm.gdicdeszfz@gmail.com,147337,68,Filósofos,Jubilación,Arriesgado,Inversión,CDF,Básico,12,Dependiente,729000,571564,True,15
Rico,Somoza,414185,Lddb.pezikusfv@yahoo.com,414185,61,Matemático,Vivienda,Arriesgado,Ahorro,Opción ahorro,Ninguno,3,Dependiente,443002,298691,True,37
Manola,Farré,801970,Moozbi.wewucjgyjl@gmail.com,801970,20,Cocinero,Proyectos largo plazo,Arriesgado,Inversión,CDF,Intermedio,12,Dependiente,690865,451983,True,4
Diana,Carro,539324,Ibvjt.wgeusw@outlook.com,539324,58,Ingenieros de minas,Jubilación,Conservador,Inversión,CDF,Avanzado,6,Independiente,386895,272945,True,47
Ernesto,Bas,484939,Pygkrj.bhbyltdu@yahoo.com,484939,45,Economista,Libertad financiera,Conservador,Ahorro,Opción ahorro,Avanzado,3,Independiente,514599,504211,True,51
Flavia,Anguita,512805,Wpwrd.aljbv@gmail.com,512805,47,Mozos y taberneros,Imprevistos,Arriesgado,Ahorro,Opción ahorro,Intermedio,9,Independiente,770914,400602,True,42
Florencia,Manrique,571123,Ixzio.ncndxsem@yahoo.com,571123,68,Coreógrafo,Proyectos largo plazo,Arriesgado,Ahorro,Opción ahorro,Ninguno,12,Dependiente,421553,225987,True,13
Luis miguel,Gibert,307381,Jtfoyax.jisxo@gmail.com,307381,30,Agente de viaje,Proyectos largo plazo,Arriesgado,Inversión,ETFS,Ninguno,12,Dependiente,622381,494271,True,9
Virginia,Machado,592396,Fxulmxhp.awtdeuz@gmail.com,592396,69,Operadores de equipos de radiodifusión,Educación,Arriesgado,Inversión,CDF,Avanzado,9,Dependiente,392456,335191,True,4
Pablo,Sainz,583490,Dyse.hzebr@gmail.com,583490,59,Mecánico,Libertad financiera,Moderado,Inversión,Otros,Ninguno,6,Independiente,590093,468218,True,44
Natalia,Zamorano,524981,Bsoba.auhkbaaank@yahoo.com,524981,30,Recepcionista,Jubilación,Conservador,Ahorro,Opción ahorro,Avanzado,12,Dependiente,456234,448659,True,82
